7	20110324	04.586	000.8898	-00.0097	-05.9683	w
8	20110324	07.539	002.6505	002.2521	-06.5594	w
1	20110324	12.303	002.3874	002.9099	-01.2116	w
2	20110324	12.758	001.8651	002.4073	-00.2985	w
7	20110324	14.738	-00.6724	-01.4070	-02.8687	w
8	20110324	14.804	-00.6253	-01.3817	-03.0422	w
1	20110325	01.001	001.7095	002.0573	000.0525	w
2	20110325	01.010	001.6941	002.0425	000.0706	w
7	20110325	03.507	-00.1739	-01.0041	-04.4016	w
8	20110325	03.531	-00.1532	-00.9882	-04.4439	w
1	20110325	13.074	001.8088	001.9726	000.0524	w
2	20110325	13.104	001.7521	001.9232	000.1152	w
7	20110325	15.067	-00.6707	-01.2705	-03.3321	w
8	20110325	15.256	-00.5124	-01.1813	-03.7635	w
1	20110326	01.321	001.5411	001.5934	000.4028	w
2	20110326	01.324	001.5336	001.5872	000.4092	w
7	20110326	03.237	-00.6518	-01.1980	-03.5583	w
8	20110326	03.296	-00.6003	-01.1714	-03.6914	w
1	20110326	13.336	001.7475	001.6172	000.2895	w
2	20110326	13.411	001.5730	001.4875	000.4381	w
7	20110326	15.133	-00.8610	-01.2279	-03.1303	w
8	20110326	15.166	-00.8339	-01.2178	-03.2136	w
1	20110327	01.510	001.5763	001.3688	000.4884	w
2	20110327	01.511	001.5734	001.3668	000.4905	w
7	20110327	04.517	000.3313	-00.5643	-05.4476	w
8	20110327	04.521	000.3354	-00.5619	-05.4526	w
1	20110327	13.512	001.8164	001.4052	000.3530	w
2	20110327	13.536	001.7590	001.3702	000.3987	w
7	20110327	15.545	-00.7415	-01.0684	-03.7476	w
8	20110327	15.545	-00.7410	-01.0682	-03.7488	w
1	20110328	01.585	001.8781	001.3220	000.3545	w
2	20110328	01.586	001.8753	001.3205	000.3567	w
7	20110328	03.551	-00.8554	-01.0541	-03.5973	w
8	20110328	03.551	-00.8552	-01.0540	-03.5980	w
1	20110328	13.751	001.6850	001.1126	000.5345	w
2	20110328	13.769	001.6332	001.0862	000.5679	w
7	20110328	15.508	-01.0111	-01.0403	-03.3233	w
8	20110328	15.830	-00.7054	-00.9593	-04.0319	w
1	20110329	01.792	001.8246	001.0799	000.4748	w
2	20110329	01.847	001.6646	001.0074	000.5785	w
7	20110329	03.878	-00.7759	-00.9347	-03.9787	w
8	20110329	03.916	-00.7382	-00.9249	-04.0539	w
1	20110329	13.811	002.0185	001.0595	000.3717	w
2	20110329	13.812	002.0162	001.0587	000.3733	w
